Is there anything you like about the current laundry service?  
fan
appreci time payment duitnow qr qr use camera d long time enter detail use bank servic pay
easi payment method compar bfr
nothingg

tabl chair provid
qr payment everytim good provid token option cash cuz got e wallet bank especi new student
pay easier
function properli
facil maintain good

place look clean
think good thing machin look maintain rosak
got sink place sit



good
just like laundri servic
far

bit clean
dont know
clean
cleanli

far ye
nahh
clean
good
qr payment make easi payment process
wash machin overal work okay
payment work better
machin wash dri properli
got sink work
machin doe function properli
machin pay function okay far
environ clean
pay easi wait long time
think okay
pay easi
realli
payment better faster use
machin work dri
think good far
pay work easirr
afford price
conveni coz hostel area
price cheaper tho rm
pay easier like lesser click
cheap time coz smll size
pay easier
wash cloth
cheap rm
pay easi

problem mention fine
comment
machin function need
access
easi access
